New,title,"my lable",owned,Trade,Manufacturer,Part,"Label ID","Alt ID 1","Alt ID 2","Alt ID 3",Type,Family,Sub-Family,sub-family2,sub-family3,Core,CPUID,"Instruction set","IS Ext","Instruction link","Computer architecture",ISA,Microarchitecture,"Designer of Core",Clone,Cores,Pipeline,Multiprocessing,Architecture,"Bus Width","Address Width",Speed,"Bus speed","Bus type","Clock multiplier",FPU,GPU,DSP,"L1 cache","L1 shared","L1 data","L1 instruction","L2 cache","L3 cache","ROM Int","ROM type","RAM Int","RAM Max","RAM type",Package,"Package Size",Socket,Transistors,"Process Size",Technology,"Die Size",Vcc,"Vcc range",Vcore,"Vcc (I/O)","V(I/O) secondary","V(I/O) tertiary","Power min","Power typ","Power max",TDP,"Low power modes",Grade,"Date Introduced",Year,"Initial price",Applications,Features,Tags,Rarity,Description,"Photo 1","Photo 2","Photo 3","Photo 4","Photo 5","Photo die","Photo die license",Datasheet,"Reference 1","Reference 2","Reference 3","Reference 4","Reference 5",blank
,,,1,x,Panasonic,MN102H460B,,,,,MCU,MN10x,MN102H,,,,,,,,,,,,No,1,,,16,16,16,40MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,none,NA,4k,,,TQRFP-128,,NA,,,CMOS,,3.3V,2-3.6V,,,,,,,,,,,,,,"Embedded systems","WDT, I2C, UART, CTC, PWM, ICR, OCR, ADC",,,,,,,,,,,,,,,,,
,,,1,X,Philips,LPC2114FBD64,,,,,MCU,ARM,ARM7,,,ARM7TDMI-S,,,,,,,,,,1,,,16/32,,,60MHz,,,,,,,,,,,,,128k,flash,16K,,,LQFP-64,,NA,,,CMOS,,1.65-3.6V,,,,,,,,,,,,,,,"Embedded systems","I2C, Microwire, SPI, SSI, SSP, UART/USART, POR, PWM, WDT, ADC",,,,ic-photo-Philips--LPC2114FBD64--(ARM-MCU).JPG,,,,,,,datasheet-Atmel-AT90SC6464C.pdf,,,,,,
,,,1,X,Philips,VY22549A6,,1825-0172,,,MCU,ARM,,,,,,,,,,ARM,,ARM,,,,,,,,16MHz,,,,,none,,,,,,,,,,,,,PBGA,,NA,,,,,,,,,,,,,,,,,,,,Printers,,,,,ic-photo-Philips--ARM--VY22549A6.jpg,,,,,,,,,,,,,
,,N2,1,X,Philips,"MAF 8049H PB",,,,,MCU,MCS-48,,,,8049,,MCS-48,,,"Modified Harvard",MCS-48,,,Yes,1,,,8,,,11MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,2k,,128B,,,PDIP-40,"52mm x 16mm",DIP,,,,,,,,,,,,,,,,,,,,"Embedded systems",,,,,ic-photo-Philips--MAF_8049H_PB_A064--(8049-MCU).JPG,,,,,,,datasheet-Philips-MAB8048H_35HL--MAB8049H_39HL--MAB8050H_40HL.pdf,,,,,,
,,FN,1,X,Philips,"P87C528EBPN ",,,,,MCU,MCS-51,,,,8051,,MCS-51,,,"Modified Harvard",MCS-48,,,,1,,,8,8,16,16MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,none,NA,512B,64k,,PDIP-40,"52mm x 16mm",DIP,,,CMOS,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,.,ic-photo-Philips--P87C528EBPN-(8051-MCU).png,,,,,,,datasheet-Philips-MCS-51-87C524_87C528.pdf,,,,,,
,,FM,1,X,Philips,"PCB 80C31BH-3 ",,,,,MCU,MCS-51,,,,8031,,MCS-51,,,"Modified Harvard",MCS-48,,,Yes,1,,,8,8,16,1.2-16MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,none,NA,128B,64k,,PDIP-40,"52mm x 16mm",DIP,,,CHMOS,,5V,,,,,,,,,,,,,,,"Embedded systems",,,1,.,ic-photo-Philips--PCB_80C31BH-3--(8031-MCU).JPG,,,,,,,datasheet-Philips-80C31_80C51_87C51.pdf,,,,,,
,,,1,X,Philips,SAA5543PS/M2/0020,,,,,MCU,TV/Monitor,,,,80C51,,,,,,,,,,1,,,8,8,,12MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,64k,OTP,750B,,,SDIP-52,,NA,,,CMOS,,3.3V,,,"3.3, 5V",,,,,1.5W,,,,,,,Audio/Video,"CTC, WDT, PWM, Sync, TPWM, I2C, OSD, CC",,,,ic_photo-Philips--SAA5543PS--(MCU).JPG,,,,,,,datasheet-Philips-SAA55xx.pdf,,,,,,
NEW,,OV,1,x,QED,RM7000A-350T,,,,,CPU,"MIPS R7000",,,,,,"MIPS IV",,,,MIPS,,,,,,,,,,350Mhz,33-125Mhz,,"2, 2.5, 3, 3.5, 4, 4.5, 5, 6, 7, 8, 9",integrated,,,,,16k,16k,256k,"Ext 8M",NA,NA,NA,,,TBGA-304,"31mm x 31mm",NA,,0.25u,CMOS,,1.65V,"1.65V +/- 50mV",1.65V,"3.3 or 2.5V",,,0.865mW,,3W,,Standby,Commercial,1998,1998,,"Embedded systems","Cache controller, JTAG",,,,,,,,,,,datasheet-PMC-RM7000A.pdf,http://www.cpushack.com/CIC/announce/1996/QEDRM7000Announcement.html,,,,,
,,,1,x,Qualcomm,QSC6270,,,,,SoC,ARM,ARM9,,,ARM926EJ-S,,,,,,ARM,,,,1,,,32,,,184MHz,,,,integrated,,,,,,,,,,,,,SDRAM,CSP,,NA,,,CMOS,,,,,,,,,,,,,,,,,"Mobile phone","MMU, Camera I/F, Keypad I/F, MMC/SD/SDIO, USB, UART, SIM card, Audio, 2D/3D Graphics, DSP, Multi-module Modulator",,,,,,,,,,,product_brief-Qualcomm-QSC6270.pdf,,,,,,
,,,1,x,Qualcomm,MSM8226,,,,,SoC,Snapdragon,400,,,Cortex-A7,,,,,,ARM,,Qualcomm,No,4,,,64,64,64(MUX),1.2GHz,,,,integrated,Adreno,,,,,,,,,,,,LPDDR2/3,,,NA,,22nm,LP,,,,,,,,,,,,,,2013,2013,,"Mobile phone","Hexadon QDSP6, Adreno GPU, G3 GSM modem, bluetooth, modem, camera",,,,,,,,,,,,,,,,,
,,,1,x,Qualcomm,MSM8974AA,,,,,SoC,Snapdragon,801,,,"Krait 400",,,,,,ARM,,Qualcomm,No,4,,,64,,,2.26GHz,,,,integrated,"Adreno 330",,,,,,2M,,,,,,LPDDR3,,,NA,,28nm,"HPM HKMG",,,,,,,,,,3W,,,,2014,2014,,"Mobile phone","GPU, LTE, UMTS, MBMS, GSM, CDMA2000, tD-SCDMA, WIFI, Bluetooth, MMU",,,,,,,,,,,,,,,,,
,,,1,x,Qualcomm,SDM632,,,,,SoC,Snapdragon,"6 Series",,,"Kryo 250(4x Cortex-A73, 4x Cortex A-53)",,ARMv8-A,,,,ARM,,Qualcomm,no,8,,,64,,,1.8Ghz,"2x 16-bit",,,,"Adreno 506","Hexagon 546",,,,,,,,,,8G,LPDDR3,,,NA,,14nm,FinFET,,,,0.8V,,,,,"26mW for high performance mode","6.6mW low power mode",,,,,,,"Mobile phone","GPU, DSP, audio, video, display, LTE modem, Bluetooth, Wifi, security, camera, USB, NFC, GPS",,,,,,,,,,,,,,,,,
NEW,,,1,x,Rabbit,668-0003,,,,,MCU,"Z80 based","Rabbit 2000",,,,,,,,,,,,"Zilog Z80 based",1,,,8,8,20,29.5Mhz,,,,none,none,none,none,none,none,none,none,none,,,,64k,,PQFP-100,"24mm x 18mm",NA,,,CMOS,,2.7-5V,,,,,,0.135W,"400mW(25MHz, 5V)",,,,,,,,"Embedded systems","CLK, MMU, GPIO, INT, serial, RTC, WDT",,,,,,,,,,,user_manual-Rabbit_2000.pdf,,,,,,
,,HZ,1,X,Raytheon,AM2901ADC,,,,,BSP,Am2900,,,,,,,,,,,,,Yes,1,,,4,4,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,CDIP-40,"52mm x 16mm",DIP,,,,,,,,,,,,,,,,,,,,,,,,"White, clone",ic-photo-Raytheon--AM2901ADC-(2900-ALU).png,,,,,,,datasheet-AMD-1979_2900_family.pdf,,,,,,
,,EG,1,X,RCA,CDP1802D,,,,,CPU,1802,,,,,,1802,,,,,,RCA,No,1,,,8,8,8,2.5(5V)-5(10V)MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,64k,,CDIP-40,"52mm x 16mm",DIP,,,COS/MOS,,5-10V,4-10.5V,,,,,,,,,,,1976,1976,,,DMA,,,.,ic-photo-RCA--CDP1802D--(1802-CPU).jpg,,,,,,,datasheet-RCA-CDP1802_User_Manual.pdf,,,,,,
NEW,,,1,x,RCA,CDP1802E,,,,,CPU,1802,,,,,,1802,,,,,,RCA,No,1,,,8,8,8,2.5(5V)-5(10V)MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,64k,,PDIP-40,"52mm x 16mm",DIP,,,COS/MOS,,5-10V,4-10.5V,,,,,,,,,,,,,,,DMA,,,,,,,,,,,,,,,,,
,,EB,1,X,RCA,CDP1806ACE,,,,,MCU,1802,,,,,,,,,,,,RCA,No,1,,,8,8,8,5MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,64B,,none,64k,,PDIP-40,"52mm x 16mm",DIP,,,CMOS,,5V,4-6.5V,,,,,,,,,IDLE,,,,,,"CTC, CLK generator",,,.,ic-photo-RCA--CDP1806ACE--(1806-CPU).jpg,,,,,,,datasheet-Intersil-CDP1805AC_CDP1806AC.pdf,,,,,,
,,,1,x,RDA,RDA5851SX,,,,,SoC,"XCPU RISC",,,,"XCPU RISC",,,,,,,,,,,,,,,,312MHz,,,,integrated,none,,4k/4k,,4k,4k,,,32Mb,flash,16Mb,,PSRAM,TFBGA-203,,NA,,,CMOS,,,,,,,,,,,,,,,,,"Embedded systems","GPU, LCD interface, PoR, LDO, keypad interface, Light pulse generator, led driver, RTC, USB, UART, SD, SPI, I2C, GPIO, GPADC, Audio, FM tuner, Bluetooth, PWM, touch screen interface, camera interface, DSP",,1,,,,,,,,,datasheet-RDA-RDA5851.pdf,,,,,,
,,,1,x,Renesas,HD64F2215TE16,,,,,MCU,H8,,,,H8S/2215,,H8S/2200,,,CISC,H8,,Hitachi/Renesas,No,1,,,16,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,256k,flash,16k,,,TQFP-120,"14mm x 14mm",NA,,,CMOS,,,,,,,,,,,,,,,,,"Embedded systems","USB, IEBus, I2C, UART, built-in 32 kHz oscillator, ADC, DMA",,,,,,,,,,,,,,,,,
,,,1,x,Renesas,HD64F2215TE16V,,,,,MCU,H8,,,,H8S/2215,,H8S/2200,,,CISC,H8,,Hitachi/Renesas,No,1,,,16,,,,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,256k,flash,16k,,,TQFP-120,"14mm x 14mm",NA,,,CMOS,,,,,,,,,,,,,,,,,"Embedded systems","USB, IEBus, I2C, UART, built-in 32 kHz oscillator, ADC, DMA",,,,,,,,,,,,,,,,,
,,,1,x,Renesas,HD64F3068TE25,,,,,MCU,H8,H8/3068,,,H8/300H,,,,,,,,,,1,,,16,,,25MHz,,,,,none,,,,,,,,,flash,,16MiB,,TQFP-100,"16mm x 16mm",,,,CMOS,,,,,,,,,,,,,,,,,"Embedded systems","timers, a programmable TPC, SCI, WDT, ADC, DAC, GPIO, DMAC",,,,,,,,,,,datasheet-Renesas--H8-3068F--H83068TE.pdf,,,,,,
,,,1,X,Renesas,M30833FJGP,,,,,MCU,M32C,,,,M32C/83,,,,,,,,,,1,,,16/32,,,32MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,512k,flash,31k,16M,DRAM,LQFP-100,,NA,,,CMOS,,3-5.5V,,,,,,,,,,,,,,,"Embedded systems","ADC, DAC, CAN, I2C, IEBus, SIO, UART, DMA, WDT, DMAC, CRC",,,,ic-photo-Renesas--M30833FJGP--(M32C-MCU).JPG,,,,,,,datasheet-Renesas-M32C_83.pdf,,,,,,
,,,1,x,Renesas,M38D58G8HP,,,,,MCU,"MELPS 740",,,,740,,,,,,,,,,1,,,8,,,16MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,32k,QzROM,1536B,,,LQFP-80,,NA,,,,,1.8-5.5V,,,,,,,,32mW,,,,,,,"Embedded systems","GPIO, INTC, timers, Serial, PWM, ADC, WDT, LED driver, LCD driver, CLK and sub-CLK generator",,,,,,,,,,,datasheet-Renesas-38D5_group-M38D58G8HP.pdf,,,,,,
,,IB,1,X,Ricoh,RP2A03G,,,,,CPU,6500,2A03,,,2A03,,6502,,,"RISC like",6502,,Ricoh,,1,,,8,8,16,1.79MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,,,,64k,,PDIP-40,"52mm x 16mm",DIP,,6u,,,,,,,,,,,,,,,1985,1985,,"Video game systems",,,0,"Original NES",ic-photo-Ricoh--RP2A03G--(Nintendo-PPU)-(GPU).jpg,,,,,,,datasheet-Ricoh-2A03-NES-technical_reference.txt,,,,,,
,,IA,1,X,Ricoh,RP2C02G-0,,,,,PPU,6500,,,,,,6502,,,"RISC like",6502,,Ricoh,,1,,,8,,,5.32MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,64k,,PDIP-40,"52mm x 16mm",DIP,,,,,,,,,,,,,,,,,1985,1985,,"Video game systems",,,0,"Original NES",ic-photo-Ricoh--RP2A02G-0--(Nintendo-CPU).jpg,,,,,,,datasheet-Ricoh-2C02_technical_reference.txt,,,,,,
,,LY,1,X,Rockwell,R6502P,,,,,CPU,6500,,,,R6500,,6502,,manual-MOS-MCS650-Programing_Manual-Jan_76.pdf,"RISC like",6502,,,Yes,1,,,8,8,16,1MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,64k,,PDIP-40,"52mm x 16mm",DIP,,,"Depletion-load NMOS",,5V,,,5V,,,,,0.7W,,,,,,,,"CLK generator",,,,ic-photo-Rockwell--R6502P--(R6502-11)--(6502-CPU).png,,,,,,,datasheet-Rockwell-R650x-R651x.pdf,,,,,,
,,,1,X,Rockwell,R6512AP,,,,,CPU,6500,,,,R6500,,6502,,manual-MOS-MCS650-Programing_Manual-Jan_76.pdf,,,,Rockwell,Yes,1,,,8,8,16,2MHz,2MHz,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,64k,,PDIP-40,"52mm x 16mm",DIP,,,NMOS,,5V,,,5V,,,,,0.7W,,,,,,,,"CLK, INT",,,,ic-photo-Rockwell--R6512AP--(6512-CPU).JPG,,,,,,,datasheet-Rockwell-R650x-R651x.pdf,,,,,,
,,,1,X,Rockwell,R6514AP,,,,,CPU,6500,,,,R6500,,6502,,manual-MOS-MCS650-Programing_Manual-Jan_76.pdf,,,,Rockwell,Yes,1,,,8,8,13,2MHz,2MHz,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,8k,,PDIP-28,,DIP,,,NMOS,,5V,,,5V,,,,,0.7W,,,,,,,,"CLK, INT",,,,ic-photo-Rockwell--R6514AP--(6514-CPU).JPG,,,,,,,datasheet-Rockwell-R650x-R651x.pdf,,,,,,
NEW,,OQ,1,x,Rockwell,C3900-29,"C39/U C3900-29",,,,MCU,6502,C39,,,"enhanced R6502",,,,,,,,,"Modified MOS 6502",1,,,8,,,10Mhz,,,,none,none,none,none,none,none,none,none,none,8K,MASKED,1k,512k,,PQFP-80,,NA,,,,,5V,"5 +/- 5%",5V,5V,,,,,,,Sleep,,,,,"dialup modem","CLK, counter/timer, PTG, USART, 16550A interface, INT, GPIO",,,,,,,,,,,datasheet-Rockwell-C39-C40.pdf,,,,,,
NEW,,,1,x,Rockwell,R6505P,,,,,CPU,6502,,,,R6500,,6502,,manual-MOS-MCS650-Programing_Manual-Jan_76.pdf,,,,,"MOS 6505",1,,,8,8,12,1MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,4k,,PDIP-28,,DIP,,,"Depletion-load NMOS",,5V,,,5V,,,,,,,,,,,,,"CLK, INT",,,,,,,,,,,datasheet-Rockwell-R650x-R651x.pdf,,,,,,
NEW,,,1,x,Rockwell,R6507P,,,,,CPU,6502,,,,R6500,,6502,,manual-MOS-MCS650-Programing_Manual-Jan_76.pdf,,,,,"MOS 6507",1,,,8,8,16,1MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,8k,,PDIP-28,,DIP,,,"Depletion-load NMOS",,5V,,,5V,,,,,,,,,,,,,"CLK, INT",,,,,,,,,,,datasheet-Rockwell-R650x-R651x.pdf,,,,,,
NEW,,,1,x,Rockwell,R65C102P4,,,,,CPU,6502,,,,R65C02,,6502,,,,6502,,Rockwell,"Enhanced 6502",1,,"yes (master cpu)",8,8,16,4Mhz,,,,none,none,none,none,none,none,none,none,none,none,,,64k,,PDIP-40,,DIP-40,,,CMOS,,5V,"5 +/- 5%",,,,,,0.8W,,,,Commercial,,,,,"CLK, INT",,,,,,,,,,,datasheet-Rockwell-R65C02-R65C102-R65C112.pdf,,,,,,
NEW,,,1,x,Rockwell,R65C112P3,,,,,CPU,6502,,,,R65C02,,6502,,,,6502,,Rockwell,"Enhanced 6502",1,,"yes (slave cpu)",8,8,16,3Mhz,,,,none,none,none,none,none,none,none,none,none,none,,,64k,,PDIP-40,,DIP-40,,,CMOS,,5V,"5 +/- 5%",,,,,,0.6W,,,,Commercial,,,,,"CLK, INT",,,,,,,,,,,datasheet-Rockwell-R65C02-R65C102-R65C112.pdf,,,,,,
,,,1,x,Samsung,S3C2410AL-20,,,,,MCU,ARM,ARM9,TDMI,,ARM920T,,ARM9,,,,ARM,,,no,1,,,16/32,32,27,200MHz/266MHz,,,,,,,16k/16k,,16k,16k,none,none,,,,1G,SDRAM,FBGA-272,"14mm x 14mm",NA,,0.18u,CMOS,,1.8V,±0.15V,1.8V,3.3V,,,,,,,,,,,,"Embedded systems","CTC, MMU, LCD, NAND Flash Boot Loader, SDRAM Controller, UART, DMA, RTC, ADC, Touch Screen, I2C, I2S, WDT, USB, SD Card, SPI, PLL CLK Generator",,,,,,,,,,,datasheet-Samsung-S3C2410A.pdf,,,,,,
,,MK,2,1,Samsung,S3C4510B01-QERO,,,,,SoC,ARM,ARM7,,,ARM7TDMI,,"ARM7, Thumb",,,RISC,ARM,,ARM,,1,,,16/32,32,22,50MHz,,,,,,,8k,,,,none,none,NA,NA,NA,NA,,PQFP-208,,NA,,,,,3.3V,,,,,,,,,,,,,,,"Embedded systems","I2C, Ethernet, DMA, UART, Timer",,0,,ic-photo-Samsung--S3C4510B01-QERO--(ARM-MCU).JPG,,,,,,,datasheet-Samsung-s3c4510b_rev1.pdf,,,,,,
,,,1,x,Samsung,"Exynos 5250",,,,,SoC,ARM,Exynos,"Exynos 5",,Cortex-A15,,,,,,ARM,"Mali-T604 MP4",ARM,no,2,,,32,2x32,,1.7GHz,"800MHz(DDR3), 533MHz(DDR2)",,,integrated,,,32k/32k,,32k,32k,1M,,,,,,"LPDDR3/DDR3 or LPDDR2",,,,,32nm,"CMOS HKMG FinFET",,,,,,,,,,,,,,2013,2013,,"Mobile phones, netbooks, embedded",,,0,,,,,,,,,,,,,,,
,,,1,X,Samsung,S3C863AXZZ-AQBA,,,,,MCU,SAM8,,,,SAM88RC,,,,,,,,Samsung,,1,,,8,8,,8-12MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,48K,OTP-EPROM,1040B,,,SDIP-42,,NA,,,CMOS,,3.0-5.5V,,,,,,,,,,,,,,,Audio/Video,"CTC, GPIO, SPI, PWM, Sync-processor, ADC",,0,,,,,,,,,datasheet-Samsung-SAM8-S3C8639_C863A_P863A.pdf,,,,,,
,,FO,1,X,Sanyo,LM6413E,,,,,SoC,TV/Monitor,,,,LM6413,,,,,,,,,,1,,,4,4,4,250kHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,PDIP-28,,DIP,,,NMOS,,5V,,,,,,,,,,,,,,,Audio/Video,,,0,"From TV, 65 instructions",ic-photo-Sanyo--LM6413E-(MCU).png,,,,,,,datasheet-Sanyo-LM6413E.pdf,,,,,,
,,,1,X,Sanyo,LC864164B,,,,,MCU,,,,,,,,,,,,,,,1,,,8,,,1MHz,2MHz,,,NA,NA,,NA,NA,NA,NA,NA,NA,64k,,384B,,,SDIP-52,,NA,,,CMOS,,5V,,,,,,,,,,,,,,,Audio/Video,"CTC, ADC, Serial, PWM, WDT, OSD",,0,,ic-photo-Sanyo--LC864164B.JPG,,,,,,,datasheet-Sanyo-LC864164B_56B_48B_40B.pdf,,,,,,
,,,1,X,Sega,315-6226-X1,,,,,GPU,PowerVR,,,,"PowerVR 2DC",,PowerVR2,,,,PowerVR2,,NEC,,2,,,128,,,100MHz,100MHz,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,8M,SDRAM,TBGA,,NA,,,CMOS,,,,,,,,,,,,,,1999,1999,,,,,,"Sega Dreamcast GPU",ic-photo-Sega-Dreamcast--315-6226-X1--(NEC-PowerVR2-GPU).png,,,,,,,,,,,,,
,,,1,X,Sega,315-5535,,,,,CPU,Z80,,,,Z80,,Z80,,,,Z80,,Zilog?,,1,,,8,8,,"3.58 MHz",,,,NA,NA,,NA,NA,NA,NA,none,none,,,,24k,,PQFP-144,,NA,,,,,,,,,,,,,,,,,1990,1990,,,,,,"Sega Game Gear CPU",ic-photo-Sega--315-5535--(Gamegear-CPU).jpg,,,,,,,,,,,,,
,,,1,X,Sega,315-5632,,,,,GPU,,,,,,,,,,,,,,,,,,,,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,,,,,,,,,,1993,1993,,,,,,,ic-photo-Sega--315-5632--(Sega_CD-GPU).jpg,,,,,,,,,,,,,
,,FJ,1,X,SGS,Z8681B1,,,,,MCU,Z8,,,,,,,,,"Modified Harvard",Z8,,,Yes,1,,,8,8,16,8MHz,8MHz,,,NA,NA,,NA,NA,NA,NA,NA,NA,,,,,,PDIP-40,"52mm x 16mm",DIP,,,,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,.,ic-photo-SGS--Z8681B1--(Z8-CPU).png,,,,,,,datasheet-Zilog-Z8681_Z8682.pdf,,,,,,
,,EF,1,X,SGS,Z8400AB1,,,,,CPU,Z80,,,,Z8400A,,,,,,,,,Yes,1,,,8,8,16,4MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,,,PDIP-40,"52mm x 16mm",DIP,8.5k,3u,NMOS,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,,ic-photo-SGS--Z8400AB1-(Z80A-CPU).png,,,,,,,datasheet-SGS-Z8400-Z8400A-Z8400B-Z8400H.pdf,,,,,,
,,JX,1,X,Siemens,"SAB 80188-1-N",,,,,CPU,188,,,,,,x86-16,,http://en.wikipedia.org/wiki/X86_instruction_listings,CISC,x86,,,Yes,1,,,16,8,20,8MHz,8MHz,,,"ext (8087)",none,,none,,,,none,none,NA,NA,NA,1M,,PLCC-68,"25mm x 25mm",PLCC,,,MYMOS,,5V,,,5V,,,,,2.75W,,,,,,,"Embedded systems","CLK generator, DMA, INTC, timer, WSG, local bus, Programmable memory and peripheral CS logic",,,,ic-photo-Siemens--SAB_80188-1-N-(80188-CPU).png,,,,,,,,,,,,,
,,,1,1,Siemens,"SAB 8032B-16-N",,,,,MCU,MCS-51,8032,,,8032,,MCS-51,,,"Modified Harvard",MCS-48,,,Yes,1,,,8,8,16,16MHz,16MHz,,,none,none,,NA,,,,NA,NA,none,NA,256B,64k,,PDIP-40,"52mm x 16mm",DIP,,,,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,.,,,,,,,,datasheet-Siemens-SAB-8052-SAB-8032.pdf,,,,,,
,,,1,X,Siemens,SAB-C501G-1EP,,,,,MCU,MCS-51,,,,C501,,8051,,instruction_set-8051.pdf,,,,Siemens,Yes,1,,,8,NA,NA,12MHz,12MHz,,,NA,NA,,NA,NA,NA,NA,NA,NA,8k,OTP,256B,,,PDIP-40,"52mm x 16mm",DIP,,,CMOS,,5V,,,5V,,,,,0.1W,,,,,,,"Embedded systems","CLK generator, timer, USART, INTC",,,,ic-photo-Siemens--SAB-C501G-1EP--(8051-MCU).JPG,,,,,,,datasheet-Siements-C501.pdf,,,,,,
,,FI,1,X,Siemens,"SAB C501G-1RP",,,,,MCU,MCS-51,,,,C501,,8051,,instruction_set-8051.pdf,,,,Siemens,Yes,1,,,8,NA,NA,12MHz,12MHz,,,NA,NA,,NA,NA,NA,NA,NA,NA,8k,ROM,256B,,,PDIP-40,"52mm x 16mm",DIP,,,CMOS,,5V,,,5V,,,,,,,,,,,,"Embedded systems","CLK generator, timer, USART, INTC",,,,ic-photo-Siemens--SAB-C501G-1RP-(MCU).png,,,,,,,datasheet-Siements-C501.pdf,,,,,,
,,ED,1,X,Signetics,2650AI,,,,,CPU,2650,,,,,,2650,,,,,,,,1,,,8,8,15,1.25MHz,,,,NA,NA,,NA,NA,NA,NA,none,none,NA,NA,NA,32k,,CDIP-40,"52mm x 16mm",DIP,,,NMOS,,5V,,,,,,,,,,,,1975,1975,,,,,,White,ic-photo-Signetics--2650AI--(2650-CPU).png,,,,,,,datasheet-Signetics-2650A--2650A-1.pdf,,,,,,
,,,1,x,Signetics,N8X300I,,,,,CPU,8X300,,,,,,,,,,,,,,1,,,8,,12,3.33MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,,,,16KiB,,CDIP-50,,DIP,,,"Bipolar Schottky",,5V,,,5V,,,,,2.36W,,,,,,,,"CLK generator, two 8-bit GPIO",,,,,,,,,,,,,,,,,
,,FK,1,X,Signetics,SCN8048A,,,,,MCU,MCS-48,8048,,,8048,,MCS-48,,,"Modified Harvard",MCS-48,,,Yes,1,,,8,8,,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,1k,,64B,3k,,PDIP-40,"52mm x 16mm",DIP,,,,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,,ic-photo-Signetics--SCN8048A-(8048-MCU).png,,,,,,,,,,,,,
,,FL,1,X,Signetics,SC80C31BCPN40,,,,,MCU,MCS-51,8031,,,80C31,,MCS-51,,,"Modified Harvard",MCS-48,,,,1,,,8,8,16,3.5-12MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,none,NA,128B,64k,,PDIP-40,"52mm x 16mm",DIP,,,CMOS,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,,ic-photo-Signetics--SC80C31BCPN40-(8031-MCU).png,,,,,,,datasheet-Philips-80C31-80C51-87C51.pdf,,,,,,
,,A1,1,X,Signetics,SCN8031H,,,,,MCU,MCS-51,8031,,,8031H,,MCS-51,,,"Modified Harvard",MCS-48,,,Yes,1,,,8,8,16,,,,,NA,NA,,NA,NA,NA,NA,NA,NA,none,NA,128B,64k,,PDIP-40,"52mm x 16mm",DIP,,,,,5V,,,,,,,,,,,,,,,"Embedded systems",,,,,ic-photo-Signetics--SCN8031H--(8031-MCU).JPG,,,,,,,,,,,,,
,,,1,x,Signetics,SCN8051HCCN40,,,,,MCU,MCS-51,8051,AH,,,,MCS-51,,,,MCS-51,,,yes,1,,,8,8,8,3.5-12MHz,,,,NA,NA,,NA,NA,NA,NA,NA,NA,4k,,128B,128k,,PDIP-40,"52mm x 16mm",DIP,,,NMOS,,5V,+/-10%,,,,,0.63W,,1W,,,0-70C,,,,"Embedded systems","CTC, Serial, CLK generator",,,,,,,,,,,datasheet-Philips-8031AH-8051AH.pdf,,,,,,
,,"Intel dev board",1,X,Signetics,2708,,,,,Support,Other,,,,NA,,NA,,NA,NA,NA,,,,NA,,,,,,,NA,,,NA,NA,,NA,NA,NA,NA,NA,NA,1k,UV-EPROM,NA,NA,NA,FDIP,,DIP,,,NMOS,,12V,,,,,,,,,,,,1975,1975,,,,,,,ic-photo-Signetics--2708--(UV-EPROM).JPG,,,,,,,,,,,,,
